recency,frequency,monetary,cluster
4,9,1002.9,3
2,18,4421.29,0
3,1,191.47,3
10,13,50491.81,0
57,1,158.75,3
325,1,76.32000000000001,1
8,14,4076.91,0
12,1,433.86,3
4,17,65164.79,0
37,1,147.35,3
16,11,3104.17,3
138,1,191.95000000000002,3
74,6,5976.79,3
5,5,1105.8799999999999,3
155,2,216.20999999999998,1
239,1,1266.23,1
52,7,2703.23,3
31,2,597.91,3
73,1,144.2,3
4,12,5683.15,3
14,4,692.85,3
23,7,2915.15,3
4,4,1840.42,3
274,2,386.53,1
20,5,1382.74,3
144,1,90.0,1
4,4,2780.15,3
84,1,419.58000000000004,3
11,3,2720.63,3
8,3,706.1300000000001,3
123,3,709.71,3
61,2,637.5,3
2,5,1123.8600000000001,3
319,1,480.91,1
2,11,3586.0299999999997,3
130,3,605.64,3
2,15,4690.31,0
2,2,965.8800000000001,3
46,1,415.82,3
4,2,935.05,3
3,4,915.13,3
373,1,311.81,1
134,1,115.8,3
47,4,3742.2,3
9,5,4191.0,3
78,2,483.4,3
234,1,157.2,1
221,1,446.62,1
36,2,658.64,3
75,2,621.29,3
239,2,1345.62,1
266,1,118.75,1
10,55,117210.08,2
20,2,424.89000000000004,3
40,1,507.66,3
20,11,4630.35,3
216,3,1097.6200000000001,1
174,2,289.36,1
87,4,2445.91,3
71,2,1631.77,3
276,1,120.44,1
39,4,562.59,3
98,1,363.79,3
11,4,450.84,3
33,1,134.46,3
60,3,3222.3,3
297,4,576.9000000000001,1
86,4,549.46,3
9,7,1600.26,3
41,2,701.57,3
11,25,4748.52,0
67,1,452.89,3
331,1,197.65,1
31,6,2054.36,3
2,15,4654.08,0
2,13,4684.76,3
68,2,853.39,3
5,21,11349.52,0
202,2,1012.0,1
107,1,335.52,3
18,4,701.4,3
218,1,185.39999999999998,1
60,7,747.44,3
2,1,150.61,3
17,2,466.7,3
239,1,328.15999999999997,1
95,1,151.74,3
11,6,2073.43,3
106,6,1905.8400000000001,3
53,9,2241.1,3
90,1,1070.48,3
31,5,1004.38,3
12,6,1789.72,3
3,4,1839.3,3
2,17,2004.98,0
43,1,169.48000000000002,3
4,1,89.94,3
247,2,632.4,1
42,9,3432.8,3
177,1,683.17,1
92,3,991.13,3
110,4,1009.73,3
29,5,2214.79,3
26,10,3350.96,3
52,3,1547.2,3
184,3,925.71,1
43,5,2048.07,3
49,4,1462.72,3
22,4,754.12,3
75,5,3144.86,3
81,2,490.86,3
373,1,161.0,1
326,1,146.85,1
43,11,2380.85,3
30,2,890.34,3
184,1,213.70000000000002,1
235,2,280.55,1
9,10,2588.77,3
220,2,1693.45,1
111,3,1474.06,3
278,1,136.76999999999998,1
318,1,302.58,1
7,3,1904.05,3
2,5,2879.7000000000003,3
260,2,969.0600000000001,1
64,5,3099.7200000000003,3
9,9,12669.98,3
142,1,120.0,3
51,2,1163.45,3
8,8,2618.23,3
155,2,333.97,1
109,2,530.18,3
163,3,1516.24,1
332,1,492.65000000000003,1
226,1,112.32,1
74,2,437.96,3
51,4,559.97,3
99,3,1119.74,3
15,3,4188.0,3
197,1,134.04,1
3,15,3701.44,0
31,2,595.25,3
21,4,1910.01,3
24,3,4628.75,3
8,3,176.63,3
213,1,426.6,1
9,6,911.26,3
11,5,2314.65,3
2,11,3883.25,3
8,9,4871.93,3
3,4,1046.56,3
40,1,166.20000000000002,3
18,4,1305.33,3
8,44,51527.3,0
8,9,3965.62,3
19,1,43.2,3
117,1,640.14,3
223,1,383.45,1
71,3,1858.96,3
51,2,2093.32,3
89,6,2995.72,3
8,9,2352.53,3
243,1,310.26,1
47,6,1611.59,3
107,1,120.0,3
45,6,2481.13,3
65,1,508.58000000000004,3
207,2,477.79,1
11,5,1530.75,3
115,2,605.0600000000001,3
242,1,183.85,1
163,1,311.65,1
17,7,4975.24,3
124,2,462.65999999999997,3
23,3,840.21,3
68,1,415.2,3
17,8,2552.21,3
16,2,454.86,3
17,4,1614.91,3
161,2,588.22,1
243,1,309.52,1
219,1,134.7,1
45,8,2166.98,3
21,4,668.5600000000001,3
127,8,889.9300000000001,3
39,1,108.97999999999999,3
121,2,1021.58,3
260,1,409.57,1
10,1,133.5,3
274,1,282.93,1
165,1,51.0,1
157,4,1078.96,1
215,1,90.6,1
6,2,163.62,3
366,1,174.4,1
80,2,701.23,3
43,1,225.12,3
19,3,912.18,3
32,4,2118.03,3
22,1,151.5,3
109,8,3717.35,3
8,16,9227.82,0
320,1,155.0,1
295,1,100.5,1
358,1,76.55,1
185,1,235.56,1
191,2,617.05,1
44,2,348.1,3
52,1,202.68,3
26,1,615.49,3
38,3,1247.69,3
9,3,202.11,3
297,1,142.4,1
33,3,1727.6,3
10,8,3212.84,3
65,2,1043.46,3
10,9,4642.57,3
218,1,67.95,1
2,9,3479.91,3
65,2,487.99,3
3,19,2612.96,0
149,1,574.7,1
4,13,4051.48,3
130,4,1475.81,3
34,6,1449.32,3
119,1,156.75,3
107,6,2157.73,3
11,7,2599.03,3
71,6,2059.4500000000003,3
92,9,1100.27,3
311,1,1063.0,1
43,2,770.03,3
362,1,121.05,1
92,7,1496.98,3
1,13,5855.57,3
22,2,490.22,3
4,3,1937.25,3
11,6,1051.79,3
99,1,387.52,3
57,2,813.11,3
1,6,4263.64,3
218,1,265.2,1
18,1,322.08,3
24,10,4481.67,3
50,2,363.34000000000003,3
7,5,1224.06,3
303,1,470.36,1
10,6,2248.5,3
22,6,1372.8,3
99,1,89.06,3
366,1,63.0,1
306,1,131.9,1
320,1,2661.24,1
8,5,2357.6800000000003,3
1,4,1712.89,3
205,2,1589.82,1
54,4,1420.2,3
1,4,1010.35,3
19,5,1163.23,3
9,2,375.35,3
19,4,885.8,3
181,3,483.25,1
60,2,643.9,3
11,2,259.05,3
190,1,119.93,1
5,9,3017.28,3
311,1,113.64,1
155,1,1837.92,1
110,3,434.34,3
148,3,2103.06,1
66,11,1980.57,3
98,3,529.62,3
247,3,1038.44,1
29,7,2272.4,3
18,4,596.26,3
12,2,461.19,3
104,8,1852.67,3
74,2,234.34000000000003,3
46,1,547.66,3
72,3,925.85,3
257,1,193.0,1
20,4,1309.6,3
254,2,316.25,1
11,1,279.05,3
165,2,636.51,1
18,6,2022.81,3
282,1,137.1,1
50,1,321.92,3
39,1,162.8,3
27,6,1165.48,3
68,1,1064.28,3
207,1,463.38,1
175,2,340.93,1
7,5,2383.2400000000002,3
26,1,139.56,3
51,2,123.8,3
312,2,538.8100000000001,1
309,1,475.37,1
43,5,1957.32,3
26,3,808.44,3
88,3,356.85,3
184,2,251.21,1
20,11,2429.83,3
3,6,3543.26,3
47,4,673.26,3
17,8,5859.43,3
17,5,1960.65,3
24,6,1367.88,3
22,2,268.05,3
11,5,1314.81,3
188,2,275.28,1
101,3,455.59000000000003,3
61,3,990.2,3
18,6,2076.89,3
33,2,330.45,3
64,1,174.37,3
2,2,270.6,3
24,4,974.54,3
108,1,241.09,3
32,9,1843.83,3
20,9,4215.9,3
3,55,8507.13,0
37,1,364.21999999999997,3
60,3,578.61,3
26,6,2862.11,3
236,4,932.85,1
25,7,1949.72,3
3,18,4397.3,0
60,3,2854.84,3
260,1,170.95,1
58,1,355.56,3
65,2,388.25,3
16,2,537.48,3
10,3,952.66,3
59,8,1453.35,3
186,1,103.25,1
29,16,3599.73,0
24,2,2004.3,3
5,5,2573.93,3
4,8,3974.75,3
151,2,652.8,1
311,1,289.24,1
11,2,757.37,3
18,2,186.23,3
152,1,164.22,1
19,5,859.27,3
10,4,2279.4900000000002,3
57,2,312.54,3
85,1,788.38,3
7,22,2237.77,0
76,3,1080.76,3
4,18,5006.77,0
96,4,3099.12,3
111,1,1432.0,3
57,2,1530.3600000000001,3
1,1,227.39,3
281,2,218.06,1
3,7,2804.54,3
180,9,1639.82,1
372,1,35.400000000000006,1
13,4,859.71,3
3,1,168.63,3
17,1,138.6,3
41,1,114.11,3
6,5,986.96,3
169,4,1033.06,1
50,1,157.05,3
277,1,237.36,1
19,9,1580.29,3
372,1,39.75,1
15,4,1320.21,3
35,3,557.94,3
22,3,617.15,3
7,2,363.33,3
20,6,1740.6,3
11,2,866.24,3
44,1,221.97,3
306,1,393.33000000000004,1
11,1,213.96,3
275,1,660.0,1
1,93,12076.15,0
16,14,16209.5,0
4,4,1785.15,3
72,4,601.56,3
243,3,406.08000000000004,1
9,3,553.44,3
246,1,394.44,1
206,2,412.78000000000003,1
1,5,1788.3600000000001,3
185,1,320.58000000000004,1
32,5,886.7,3
57,2,225.85,3
196,2,899.63,1
24,4,2791.27,3
91,2,671.96,3
4,2,955.26,3
51,3,1006.98,3
263,1,114.56,1
266,1,344.90000000000003,1
36,2,609.85,3
51,1,443.6,3
52,6,2984.49,3
24,6,2107.38,3
22,1,110.46,3
59,1,96.12,3
170,2,693.8100000000001,1
68,2,830.76,3
157,2,597.09,1
2,74,280206.02,2
201,1,236.04000000000002,1
5,4,1402.59,3
67,2,653.75,3
77,1,114.18,3
1,7,1926.65,3
8,4,1932.23,3
169,2,291.05,1
18,4,848.22,3
5,2,247.15,3
9,9,2529.93,3
87,2,285.74,3
27,1,107.95,3
29,4,741.37,3
20,2,636.24,3
61,5,1835.7,3
24,1,195.25,3
11,25,9175.04,0
242,3,1259.24,1
280,2,392.86,1
235,2,765.55,1
3,5,1736.4,3
16,1,596.36,3
31,6,2548.2400000000002,3
25,16,28754.11,0
71,3,498.95,3
188,2,52.0,1
26,5,1201.51,3
107,1,628.38,3
8,21,5579.1,0
209,1,112.8,1
44,2,355.05,3
31,5,2114.33,3
137,4,591.55,3
265,1,172.9,1
4,7,2078.95,3
218,2,188.60999999999999,1
2,5,1217.27,3
214,1,109.13000000000001,1
32,3,2195.1,3
11,9,2526.09,3
1,17,3251.79,0
15,1,318.17,3
11,9,1493.96,3
199,1,179.0,1
3,3,1126.37,3
15,13,4921.04,3
14,4,599.48,3
10,11,2839.62,3
29,3,917.07,3
9,11,2662.2,3
24,1,160.19,3
25,4,867.38,3
43,2,307.51,3
2,5,1581.84,3
6,3,663.81,3
147,1,180.42000000000002,1
10,6,1122.3600000000001,3
25,1,655.58,3
274,1,268.58,1
374,1,313.49,1
1,8,1897.57,3
47,3,380.02,3
8,8,2702.4900000000002,3
16,12,9585.91,0
4,32,6065.69,0
4,3,1164.55,3
43,7,1314.45,3
4,7,3902.28,3
197,3,1448.21,1
12,6,1400.34,3
16,7,1099.98,3
113,5,1220.26,3
249,1,328.2,1
29,5,1415.75,3
44,1,389.64,3
87,1,563.15,3
45,2,638.05,3
10,11,5010.28,3
15,1,738.96,3
75,1,420.5,3
145,4,1484.06,3
5,3,1625.97,3
297,1,89.2,1
59,2,255.9,3
264,1,300.52,1
47,1,278.3,3
29,3,254.11,3
8,6,2473.37,3
17,2,192.60000000000002,3
3,8,10416.98,3
232,2,876.42,1
112,1,139.26,3
58,3,1011.9,3
51,11,2538.3,3
127,2,730.86,3
281,3,386.15,1
55,2,447.68,3
320,1,200.10000000000002,1
26,2,289.99,3
10,2,77.4,3
7,2,679.4399999999999,3
29,1,197.64,3
17,4,745.06,3
64,1,6.2,3
21,1,228.99,3
3,7,1319.91,3
166,1,131.45000000000002,1
1,17,7975.49,0
53,3,173.74,3
51,1,157.7,3
48,12,4331.79,3
61,1,189.34,3
162,3,845.55,1
9,1,353.27,3
15,4,546.4,3
75,1,193.39000000000001,3
40,8,2718.6,3
41,11,2085.33,3
370,2,152.88,1
37,2,778.5,3
197,1,271.85,1
200,2,1110.34,1
74,3,657.8,3
64,2,272.07,3
21,4,507.29,3
367,1,48.800000000000004,1
180,3,321.43,1
10,4,1127.71,3
4,12,2221.01,3
197,3,2139.76,1
29,4,697.55,3
53,1,188.88,3
18,6,1720.3,3
10,3,102.44999999999999,3
90,4,1649.5,3
268,1,62.85,1
53,6,3295.76,3
44,4,2824.69,3
64,4,3189.81,3
149,1,309.4,1
22,25,7930.54,0
312,1,325.75,1
23,2,511.35,3
58,6,2836.69,3
24,2,475.8,3
78,7,2740.03,3
119,2,645.65,3
36,3,1290.53,3
60,2,1173.12,3
13,4,1353.74,3
19,1,170.32,3
52,1,125.79,3
26,2,841.1999999999999,3
29,1,266.76,3
7,2,52.2,3
11,12,14389.9,0
186,3,710.28,1
3,8,2953.59,3
9,2,721.45,3
262,1,327.25,1
3,4,501.28000000000003,3
210,1,519.68,1
108,2,1465.3200000000002,3
13,9,1476.09,3
77,3,690.59,3
20,1,255.4,3
27,2,589.7,3
19,6,761.59,3
132,1,765.3199999999999,3
253,1,364.8,1
79,1,1862.0,3
207,1,369.2,1
336,1,135.9,1
254,1,125.65,1
148,2,554.38,1
10,2,1237.8500000000001,3
85,1,655.75,3
8,20,11138.710000000001,0
205,2,468.77000000000004,1
8,4,1366.38,3
23,6,1269.31,3
11,9,1421.29,3
26,1,332.66,3
21,5,2795.33,3
2,2,1025.44,3
158,2,616.15,1
3,7,3501.1,3
74,1,277.8,3
3,4,434.35,3
1,201,143711.17,2
17,2,867.85,3
36,4,1227.43,3
91,2,307.48,3
71,4,1268.98,3
116,2,1610.15,3
213,2,977.77,1
30,2,1316.07,3
51,1,749.1,3
246,1,310.05,1
32,1,223.88,3
109,3,2362.96,3
5,5,1257.68,3
366,1,363.53,1
82,2,1890.94,3
297,1,1784.71,1
34,8,8137.02,3
57,3,1621.88,3
30,12,5900.25,3
14,1,100.9,3
72,2,290.82,3
23,6,1101.97,3
19,1,371.2,3
79,1,311.69,3
60,11,8099.49,3
25,1,285.67,3
12,1,294.85,3
253,1,58.49,1
147,3,483.72999999999996,1
64,4,695.42,3
8,2,221.27,3
11,9,7044.68,3
271,1,126.7,1
10,5,1472.34,3
247,1,206.21,1
96,2,596.09,3
15,1,183.02,3
50,1,463.8,3
30,1,147.59,3
68,4,1592.06,3
35,3,1097.98,3
128,1,114.77,3
107,3,1314.45,3
37,1,89.94,3
57,1,279.94,3
57,7,790.86,3
72,5,1921.3700000000001,3
246,1,102.12,1
19,2,202.37,3
198,2,292.01,1
16,2,326.4,3
212,1,334.54,1
39,2,231.98000000000002,3
46,3,546.1999999999999,3
170,2,414.87,1
48,1,490.52,3
116,4,1641.76,3
147,1,1220.77,1
16,28,6295.37,0
51,1,480.38,3
159,1,156.91,1
12,3,1259.43,3
36,1,308.94,3
54,2,405.04,3
43,2,257.67,3
173,1,170.04,1
34,1,125.58,3
39,3,496.21000000000004,3
267,1,252.81,1
9,9,1871.77,3
12,4,852.39,3
3,11,6720.41,3
10,10,1636.43,3
33,1,361.96,3
80,3,469.0,3
31,4,1066.1499999999999,3
8,4,627.13,3
72,2,518.28,3
4,4,653.19,3
256,3,4959.1,1
5,10,2557.18,3
16,8,4274.16,3
90,1,252.73000000000002,3
72,3,429.56,3
59,6,685.74,3
10,47,19766.59,0
170,1,179.93,1
199,1,135.93,1
31,1,537.0,3
19,17,7634.7300000000005,0
152,2,735.66,1
9,15,5090.42,0
270,1,343.62,1
65,4,381.0,3
274,1,121.17000000000002,1
25,3,1737.69,3
23,3,1383.3600000000001,3
319,1,207.73000000000002,1
5,3,693.95,3
12,2,302.1,3
275,2,1489.5,1
25,11,2102.54,3
41,9,1337.72,3
8,4,294.25,3
4,48,54534.14,0
71,4,987.86,3
213,1,370.79999999999995,1
38,4,3158.13,3
53,1,893.59,3
78,3,1744.76,3
46,2,553.36,3
179,1,1109.53,1
373,1,106.2,1
94,2,982.07,3
10,3,1043.41,3
105,1,735.67,3
78,1,773.03,3
173,1,880.85,1
7,32,9743.11,0
213,4,895.61,1
22,5,504.8,3
257,1,88.2,1
282,1,306.94,1
21,2,1160.07,3
10,6,2420.84,3
308,1,381.32,1
68,1,480.71,3
215,2,457.81,1
18,6,4597.02,3
104,4,1370.6,3
43,1,219.39000000000001,3
4,1,248.08,3
182,3,39916.5,0
84,1,410.48,3
334,3,876.0,1
9,2,317.53,3
31,2,703.36,3
197,2,993.54,1
18,7,2298.93,3
18,5,1422.52,3
311,6,319.5,1
142,4,1300.25,3
246,1,484.95,1
24,4,996.1,3
29,3,1567.48,3
10,3,3509.43,3
30,10,2760.56,3
18,1,340.11,3
18,4,1352.75,3
15,5,1551.78,3
134,1,244.8,3
246,1,266.4,1
134,1,358.82,3
50,2,457.72,3
114,3,1633.78,3
7,2,2199.31,3
23,2,184.19,3
25,15,11528.48,0
66,1,406.53,3
60,4,1471.0,3
50,11,3447.4,3
170,1,330.11,1
18,5,977.9300000000001,3
128,3,982.42,3
15,8,1387.99,3
239,1,139.05,1
3,4,1286.7,3
240,2,178.96,1
52,7,2354.25,3
46,1,498.74,3
226,1,259.45,1
8,17,6580.44,0
4,4,1194.73,3
165,2,1327.16,1
240,1,623.5,1
11,1,301.29,3
134,1,520.8000000000001,3
17,10,5291.33,3
10,13,4745.69,3
31,1,329.25,3
75,1,254.28,3
1,3,961.49,3
4,3,1936.07,3
45,1,401.40000000000003,3
2,30,18641.010000000002,0
357,1,158.16,1
18,2,304.47,3
69,3,824.58,3
373,1,487.75,1
321,1,158.8,1
26,1,106.56,3
331,1,1289.5,1
9,5,1624.05,3
323,1,135.75,1
72,1,224.14,3
260,1,40.5,1
18,5,2206.95,3
367,1,87.5,1
66,3,689.4799999999999,3
154,2,622.85,1
29,2,402.2,3
70,1,310.62,3
14,2,411.41,3
2,16,4777.18,0
1,41,16225.39,0
120,3,1044.32,3
61,1,499.32,3
3,15,7616.53,0
3,1,3861.0,3
11,3,1079.6100000000001,3
92,2,193.64,3
59,4,1268.7,3
87,5,1236.54,3
26,6,1827.8,3
357,1,316.58,1
85,2,653.24,3
10,4,420.29999999999995,3
1,5,870.12,3
225,1,331.18,1
60,2,894.4100000000001,3
241,1,101.8,1
319,2,328.35,1
2,8,1661.44,3
47,3,734.94,3
88,1,96.6,3
11,11,5756.89,3
176,1,305.75,1
52,6,1778.96,3
366,1,403.25,1
319,1,585.0,1
226,2,755.75,1
358,2,322.08,1
234,1,409.40000000000003,1
311,1,154.41,1
37,5,1219.4,3
66,4,3386.71,3
239,2,429.6,1
113,2,612.06,3
277,1,197.0,1
218,12,2247.51,1
299,1,321.05,1
2,4,1412.32,3
29,3,1071.99,3
10,2,780.59,3
45,5,1706.57,3
67,8,1756.44,3
74,1,316.68,3
65,2,631.57,3
134,3,2515.84,3
238,2,514.15,1
122,1,356.0,3
32,13,6688.46,0
9,11,10484.99,3
36,2,740.78,3
16,5,918.1999999999999,3
127,1,300.36,3
67,1,890.85,3
149,1,98.45,1
283,1,317.15,1
169,2,623.16,1
100,7,1810.77,3
135,1,254.82,3
324,1,178.95000000000002,1
107,1,156.51,3
64,1,393.74,3
151,2,1506.1200000000001,1
338,1,119.3,1
22,5,1717.36,3
24,1,408.8,3
16,7,2379.49,3
7,15,2493.34,0
57,2,721.94,3
4,2,716.57,3
38,1,615.14,3
66,1,128.63,3
47,1,255.89999999999998,3
355,1,290.51,1
172,1,113.12,1
59,9,2332.15,3
50,1,240.55,3
22,2,486.69,3
43,5,2306.52,3
29,3,939.78,3
5,18,7943.22,0
26,15,4668.3,0
201,1,178.39,1
51,6,3672.86,3
10,3,641.94,3
2,12,4799.9,3
67,7,4507.01,3
64,1,496.44,3
51,12,5049.95,3
290,1,574.02,1
61,8,694.4000000000001,3
64,3,1174.35,3
96,1,205.3,3
274,1,310.47,1
1,91,60632.75,2
75,4,924.85,3
110,1,52.0,3
199,1,327.97,1
64,2,570.5,3
327,1,165.0,1
4,1,312.62,3
284,1,204.5,1
44,1,267.13,3
71,3,2748.31,3
86,1,679.68,3
104,1,161.74,3
334,1,311.71,1
53,1,208.75,3
39,3,1049.7,3
32,2,714.96,3
366,4,1661.06,1
208,1,1028.56,1
157,3,350.82,1
54,1,170.22,3
66,2,574.07,3
81,1,2020.52,3
130,1,406.09,3
87,1,364.5,3
1,3,563.94,3
46,1,393.54,3
333,1,252.42000000000002,1
366,1,201.60000000000002,1
72,1,158.04,3
158,2,463.90999999999997,1
373,1,115.65,1
12,7,1934.66,3
255,2,770.12,1
29,2,277.05,3
31,10,2718.03,3
5,22,8347.2,0
40,1,427.93,3
362,1,418.92,1
373,1,326.0,1
96,2,913.19,3
26,7,2314.32,3
75,2,602.51,3
57,4,1877.59,3
21,1,446.94000000000005,3
41,7,2386.05,3
137,1,2007.3999999999999,3
8,12,2415.91,3
129,1,168.0,3
40,3,1221.56,3
169,7,3703.29,1
9,5,1690.2600000000002,3
214,2,596.85,1
15,6,5955.71,3
170,2,642.41,1
40,1,316.88,3
186,1,394.14,1
270,1,140.54,1
172,1,500.0,1
5,4,1535.53,3
16,2,231.86,3
10,4,2183.54,3
326,1,107.45,1
113,1,288.18,3
290,1,94.0,1
16,2,1345.53,3
1,3,815.77,3
92,5,716.2,3
149,2,626.77,1
189,1,349.1,1
31,2,510.71000000000004,3
34,4,1046.74,3
264,1,267.18,1
84,8,3450.84,3
26,4,1348.93,3
171,1,190.53,1
10,3,774.9000000000001,3
313,1,559.61,1
65,4,3984.32,3
85,1,508.8,3
25,1,135.86,3
59,4,950.36,3
323,2,97.7,1
38,1,43.5,3
254,2,383.34,1
19,5,1404.07,3
33,3,1430.54,3
15,1,93.78,3
27,2,397.35,3
23,1,171.19,3
214,2,533.3,1
8,5,1041.48,3
22,1,149.29,3
12,3,1067.75,3
262,1,200.16,1
131,1,156.57999999999998,3
55,3,383.68,3
249,1,594.0,1
2,7,3213.59,3
9,2,1411.21,3
264,1,113.5,1
331,1,155.17,1
313,1,494.64,1
26,3,974.52,3
30,1,429.84,3
30,3,528.48,3
2,7,1371.77,3
362,1,179.1,1
283,3,434.59000000000003,1
262,1,237.07,1
25,1,161.64,3
354,1,214.26,1
94,3,234.6,3
29,1,126.14,3
338,1,1044.65,1
20,18,7354.62,0
85,1,334.53,3
9,3,524.88,3
51,2,467.51,3
50,2,538.55,3
2,1,454.48,3
113,1,371.56,3
14,7,1771.2,3
77,1,454.10999999999996,3
40,2,1399.92,3
116,1,905.5,3
16,12,10879.76,0
161,4,225.26,1
1,4,3590.41,3
30,3,2564.5,3
93,1,91.32000000000001,3
23,3,1134.28,3
95,6,3100.09,3
28,2,659.4599999999999,3
33,5,1953.41,3
21,2,1280.58,3
18,2,1262.2,3
3,27,13316.4,0
8,4,1131.56,3
16,12,10384.93,0
363,1,141.04,1
81,1,52.83,3
53,5,3610.96,3
23,3,972.08,3
172,1,475.86,1
189,6,1000.27,1
331,1,250.0,1
12,5,900.53,3
156,2,121.0,1
33,19,14758.220000000001,0
12,11,4023.7200000000003,3
45,3,62.43,3
233,1,267.03,1
64,8,1921.55,3
2,1,343.5,3
40,8,3000.2,3
33,2,397.99,3
84,1,412.01000000000005,3
25,1,440.0,3
2,3,734.37,3
33,2,148.44,3
19,8,2428.53,3
254,1,229.33,1
23,11,3962.6,3
22,4,1497.31,3
8,2,1972.39,3
25,4,1564.73,3
19,3,807.57,3
173,4,502.9,1
163,1,110.92,1
7,1,538.46,3
11,1,213.3,3
114,1,85.13000000000001,3
288,1,127.86,1
9,9,3546.71,3
54,2,288.96999999999997,3
7,14,4910.6,0
77,3,1681.46,3
4,4,575.63,3
37,1,436.06,3
217,1,90.12,1
60,1,428.93,3
278,1,217.2,1
12,16,4794.86,0
24,1,279.77,3
29,1,468.91,3
12,4,800.59,3
352,1,134.55,1
22,4,1400.44,3
50,2,173.16,3
19,1,186.01,3
3,3,758.29,3
104,5,1375.71,3
7,12,4148.82,3
12,4,650.4300000000001,3
5,7,2533.42,3
32,2,591.1899999999999,3
178,4,675.64,1
38,1,921.37,3
151,3,258.88,1
162,1,127.1,1
69,2,327.6,3
121,13,3675.77,3
25,3,682.9100000000001,3
24,4,720.86,3
177,1,455.3,1
50,4,913.6800000000001,3
256,3,478.53000000000003,1
47,1,388.58,3
71,1,199.8,3
16,5,1771.78,3
101,5,1406.59,3
35,1,324.57,3
53,1,240.68,3
27,2,761.74,3
11,14,6776.56,0
8,9,1297.8700000000001,3
79,1,48.480000000000004,3
52,1,216.39,3
36,5,1198.23,3
61,9,2920.16,3
337,1,104.76,1
28,4,1093.68,3
184,1,298.48,1
52,1,112.46000000000001,3
10,13,1591.45,3
36,2,195.15,3
10,23,10399.74,0
33,4,776.851,3
11,1,336.40000000000003,3
57,3,1553.18,3
4,4,1293.03,3
43,9,3709.56,3
141,1,301.03,3
117,4,588.13,3
104,4,1534.26,3
75,2,675.8,3
5,9,2870.2400000000002,3
45,2,1186.35,3
16,8,3285.31,3
17,1,243.55,3
90,2,724.76,3
53,1,223.36,3
134,1,425.32,3
4,15,12416.11,0
105,4,1887.2,3
192,3,664.0,1
166,4,803.54,1
19,1,612.01,3
158,3,447.64000000000004,1
204,2,639.5,1
336,2,816.0,1
37,3,646.3,3
91,1,337.74,3
93,2,877.4399999999999,3
9,2,922.53,3
243,1,560.67,1
45,4,748.5,3
23,1,30.0,3
190,5,1024.1000000000001,1
44,1,306.45,3
25,9,1600.86,3
317,2,309.8,1
106,1,138.14,3
51,1,386.43,3
168,2,2222.21,1
40,1,301.32,3
218,1,76.32000000000001,1
40,4,684.34,3
297,1,173.05,1
19,7,2657.13,3
88,4,2726.23,3
73,5,2446.6,3
81,3,323.69,3
19,3,3435.76,3
49,1,657.23,3
53,1,352.7,3
24,4,781.28,3
9,3,1333.68,3
25,5,1426.16,3
117,1,193.75,3
9,9,2993.1,3
120,2,254.1,3
4,2,239.76,3
252,1,136.8,1
28,1,191.04,3
1,14,6479.4,0
267,2,409.98,1
33,8,2711.11,3
18,1,309.65,3
172,2,696.68,1
2,4,1529.0,3
265,1,211.5,1
140,4,2293.62,3
201,1,143.1,1
64,4,1060.56,3
35,4,916.98,3
41,7,3235.25,3
284,1,133.25,1
9,5,1072.3600000000001,3
143,2,356.7,3
12,2,330.03000000000003,3
146,4,1101.1100000000001,3
234,1,150.3,1
33,13,5030.07,3
24,1,598.73,3
12,1,471.40000000000003,3
36,5,2211.21,3
365,1,190.7,1
201,2,218.25,1
15,1,415.25,3
17,7,5159.06,3
213,1,85.0,1
66,3,1120.88,3
212,2,294.12,1
283,1,162.3,1
115,2,1339.45,3
15,8,1188.1200000000001,3
19,16,4812.42,0
66,1,449.12,3
49,1,154.88,3
16,4,775.96,3
78,1,34.8,3
19,4,1094.59,3
134,1,196.88,3
13,3,946.64,3
40,1,144.36,3
235,3,44534.3,0
3,8,2463.05,3
40,7,2626.6,3
305,1,79.2,1
51,3,458.57,3
10,6,2364.25,3
61,4,528.01,3
66,2,714.42,3
25,1,205.25,3
218,3,253.04,1
65,2,583.75,3
32,2,1086.92,3
88,6,3279.97,3
64,1,315.06,3
116,3,621.8299999999999,3
7,26,56252.72,0
6,1,635.6800000000001,3
69,1,270.8,3
245,1,104.9,1
133,1,241.62,3
241,4,1047.11,1
184,3,475.28000000000003,1
25,3,345.46,3
10,3,2614.7400000000002,3
11,1,246.3,3
33,5,2328.9700000000003,3
46,3,4919.0,3
26,3,933.26,3
358,1,351.3,1
10,1,218.75,3
44,2,1612.69,3
15,3,965.61,3
150,1,610.01,1
1,8,2708.61,3
113,4,2207.4,3
76,3,884.14,3
107,2,696.89,3
46,3,1063.95,3
143,1,451.42,3
51,1,415.82000000000005,3
1,13,4206.39,3
23,17,5488.18,0
46,3,784.58,3
50,3,903.9,3
306,4,3651.27,1
36,5,515.77,3
79,4,1391.98,3
22,6,2218.62,3
107,5,1801.14,3
208,2,1303.9099999999999,1
17,4,1945.33,3
64,5,2100.6,3
49,4,1905.45,3
320,1,206.98,1
44,2,570.96,3
3,2,885.47,3
372,1,15.0,1
172,1,532.94,1
56,3,1654.31,3
73,14,1836.0900000000001,3
99,2,636.14,3
38,1,576.0,3
58,3,794.64,3
254,1,836.79,1
70,4,2225.15,3
44,4,954.09,3
50,1,137.37,3
65,1,391.98,3
11,19,33643.08,0
33,3,1048.49,3
59,2,355.56,3
